url,price,city,district,bedrooms,bathrooms,area_sqft,land_perches,property_type,furnished,has_pool,has_garden,has_cctv,has_hot_water,has_servant_room,has_balcony,has_garage,Price_Category
https://house.lk/details/apartment-for-sale-prime-libra-battaramulla-lkr-46000000-5832344/,46000000,Battaramulla,Colombo,3.0,2.0,1200.0,,Apartment,Furnished,True,False,False,False,False,False,False,Mid_Range
https://house.lk/details/empire-03-bedroom-unfurnished-apartment-for-sale-in-colombo-02-a4108-5903460/,135000000,Colombo,Colombo,3.0,3.0,2180.0,,Apartment,Unfurnished,False,False,False,False,True,False,False,Luxury
https://house.lk/details/3-bedroom-house-for-sale-kaduwela-lkr-52-million-em248-5875155/,52000000,Kaduwela,Colombo,3.0,2.0,1995.0,10.0,House,Furnished,False,True,False,True,True,False,True,Mid_Range
https://house.lk/details/colonial-villa-for-sale-in-weligama-city-limit-code-add-848-5857354/,180000000,Weligama,Matara,5.0,5.0,22.0,180.0,Villa,Furnished,False,False,False,False,False,False,False,Luxury
https://house.lk/details/3-bedroom-house-hall-town-500m-22-perches-5884003/,13500000,,,3.0,3.0,3600.0,22.0,House,Furnished,False,False,False,False,False,False,False,Mid_Range
https://house.lk/details/iconic-galaxy-brand-new-4-bedroom-duplex-apartment-for-sale-5909439/,160000000,Nugegoda,Colombo,4.0,3.0,3796.0,17.0,Apartment,,True,False,False,False,True,False,False,Luxury
https://house.lk/details/02-commercial-buildings-on-37-perch-land-at-rajagiriya-available-for-sale-5879604/,750000000,Rajagiriya,Colombo,,10.0,12852.0,37.0,Land,Furnished,False,False,True,False,False,False,False,Luxury
https://house.lk/details/architect-design-bungalow-owner-is-living-in-abroad-22-million-negotiable-suitable-for-meditation-holiday-home-1310-5809959/,22000000,Kandy,Kandy,2.0,2.0,1450.0,15.0,House,,False,True,False,True,True,False,False,Mid_Range
https://house.lk/details/crescat-residencies-02br-apartment-for-sale-nk107112-5843686/,80000000,Colombo,Colombo,2.0,2.0,1055.0,,Apartment,Unfurnished,True,False,False,False,False,True,False,Premium
https://house.lk/details/se1102-architect-designed-3-bedroom-house-for-sale-in-thalahena-malabe-5868157/,48900000,Malabe,Colombo,3.0,3.0,4200.0,10.0,House,Furnished,False,True,True,True,True,False,False,Mid_Range
https://house.lk/details/nawala-koswatta-02-liveable-houses-on-25-perches-of-land-for-sale-5862076/,125000000,Nawala,Colombo,7.0,6.0,4500.0,25.0,Land,,False,True,False,False,True,False,False,Luxury
https://house.lk/details/spacious-5-bedroom-house-for-sale-in-kottawa-malabe-road-5890031/,39800000,Kottawa,Colombo,5.0,1.0,,11.4,House,,False,True,False,True,True,False,True,Mid_Range
https://house.lk/details/606-the-address-furnished-apartment-for-sale-a50338-5907603/,95000000,Colombo,Colombo,2.0,2.0,1200.0,,Apartment,Furnished,True,False,False,False,True,False,False,Premium
https://house.lk/details/apartment-for-sale-altair-straight-tower-colombo-02-price-upon-enquiry-5546338/,1000000,Colombo,Colombo,2.0,2.0,1468.0,,Apartment,,True,False,False,False,True,False,False,Mid_Range
https://house.lk/details/03br-house-for-salekoswatte-battaramullank106852-5814602/,59000000,Battaramulla,Colombo,3.0,3.0,3936.0,14.46,House,Unfurnished,False,False,False,False,True,False,True,Premium
https://house.lk/details/rare-investment-opportunity-three-prime-coastal-properties-one-exceptional-price-5885787/,260000000,Gampaha,Gampaha,4.0,3.0,4250.0,42.0,House,Furnished,False,False,False,False,False,False,False,Luxury
https://house.lk/details/3-bedrooms-apartment-for-sale-at-iconic-galaxy-rajagiriya-5888312/,90000000,Rajagiriya,Colombo,3.0,3.0,1580.0,,Apartment,Furnished,False,False,False,False,False,False,False,Premium
https://house.lk/details/canterbury-golf-2-bedrooms-apartment-for-sale-in-piliyandala-ea878-5905169/,43000000,Piliyandala,Colombo,2.0,2.0,1070.0,,Apartment,Furnished,True,False,False,False,False,False,False,Mid_Range
https://house.lk/details/newly-built-house-for-sale-in-malabe-5-bedrooms-7-perches-lkr-675-million-ko-376-5902834/,67500000,Malabe,Colombo,5.0,3.0,3000.0,7.0,House,,False,False,False,True,True,False,False,Premium
https://house.lk/details/house-for-sale-in-colombo-6-wellawatte-5899864/,273000000,Wellawatte,Colombo,5.0,4.0,3500.0,18.0,House,Unfurnished,False,True,False,False,True,True,False,Luxury
https://house.lk/details/boutique-hotel-set-in-a-tropical-oasis-lip-178-359789/,1000000,Weligama,Matara,5.0,5.0,,60.0,House,Furnished,True,True,False,True,False,False,False,Mid_Range
https://house.lk/details/ultra-modern-4-bedroom-house-construction-in-colombo-5-rs-346-million-rs-346-laks-new-construction-5722094/,34685000,Colombo,Colombo,4.0,4.0,3500.0,7.0,House,Unfurnished,True,True,False,True,True,False,True,Mid_Range
https://house.lk/details/marina-square-unfurnished-apartment-for-sale-a51887-5903967/,64900000,Colombo,Colombo,2.0,1.0,736.0,,Apartment,Unfurnished,True,False,False,False,False,False,False,Premium
https://house.lk/details/luxury-brand-new-2-bedroom-apartment-for-sale-at-canterbury-golf-resort-lkr-46000000-negotiable-em007sl-5874068/,46000000,Piliyandala,Colombo,2.0,2.0,1070.0,,Apartment,Furnished,True,True,False,True,True,True,True,Mid_Range
https://house.lk/details/mh332-brand-new-single-storey-house-for-sale-in-athurugiriya-5907482/,24000000,Athurugiriya,Colombo,3.0,2.0,1300.0,7.0,House,,False,True,True,False,False,False,False,Mid_Range
https://house.lk/details/colombo-city-centre-furnished-apartment-for-sale-a43213-5863909/,160000000,Colombo,Colombo,2.0,2.0,1350.0,,Apartment,Furnished,True,False,False,False,True,False,False,Luxury
https://house.lk/details/hotel-for-sale-balummahara-mudungoda-nk10224-5726655/,85000000,Gampaha,Gampaha,,,15790.0,58.0,House,Unfurnished,True,True,False,False,False,False,False,Premium
https://house.lk/details/house-for-sale-in-kottawa-5869599/,24500000,Kottawa,Colombo,4.0,2.0,2350.0,12.0,House,Unfurnished,False,True,True,True,True,False,True,Mid_Range
https://house.lk/details/biyagama-two-story-house-for-sale-ssph-179-5857047/,27500000,Gampaha,Gampaha,5.0,3.0,2700.0,10.7,House,Unfurnished,False,False,False,False,False,False,True,Mid_Range
https://house.lk/details/house-for-sale-in-nugegoda-file-no-1263a-5819951/,57600000,Nugegoda,Colombo,5.0,4.0,2600.0,16.0,House,Unfurnished,False,True,False,True,False,False,True,Premium
https://house.lk/details/9-bedroom-hotelholiday-bungalow-for-sale-in-hanthana-5792319/,330000000,Kandy,Kandy,9.0,10.0,6500.0,,House,Furnished,False,True,True,False,False,False,False,Luxury
https://house.lk/details/brand-new-luxury-apartment-duplication-road-colombo-03-elegant-living-areas-122m-1880-sq-ft-5846383/,122000000,Colombo,Colombo,3.0,3.0,1880.0,,Apartment,Unfurnished,True,False,False,True,True,True,False,Luxury
https://house.lk/details/single-story-house-for-sale-in-piliyandala-wr0770-5874594/,1000000,Piliyandala,Colombo,3.0,3.0,2500.0,10.6,House,,False,False,False,False,False,False,False,Mid_Range
https://house.lk/details/os718-modern-luxury-timber-finished-house-with-jacuzzi-38-entertainment-setup-5876398/,79500000,Kadawatha,Gampaha,4.0,3.0,3100.0,15.75,House,Furnished,False,False,False,True,False,False,False,Premium
https://house.lk/details/colombo-2-altair-3-br-179-m-596000-usd-5878846/,179000000,Colombo,Colombo,3.0,3.0,1916.0,,House,Unfurnished,True,False,False,False,False,False,False,Luxury
https://house.lk/details/apartment-for-sale-in-colombo-8-file-no-2720a-5823754/,70000000,Colombo,Colombo,3.0,3.0,1690.0,,Apartment,Unfurnished,True,False,False,False,False,False,False,Premium
https://house.lk/details/se1410-luxury-2-story-house-for-sale-in-nugegoda-rs-99-million-negotiable-5871176/,99000000,Nugegoda,Colombo,4.0,4.0,3000.0,15.0,House,Furnished,False,False,False,True,True,False,True,Premium
https://house.lk/details/3-bedroom-house-for-sale-in-royal-gardens-rajagiriya-for-rs-58-million-total-5898275/,58000000,Rajagiriya,Colombo,3.0,3.0,1565.0,,House,Unfurnished,False,True,False,False,False,True,True,Premium
https://house.lk/details/3-bedrooms-apartment-for-sale-in-colombo-05-at-lumiere-residencies-5779199/,100000000,Colombo,Colombo,3.0,4.0,3300.0,,Apartment,Furnished,True,True,False,True,True,True,True,Premium
https://house.lk/details/barrington-towers-unfurnished-apartment-for-sale-a38729-5791180/,50000000,Dehiwala,Colombo,3.0,2.0,1360.0,,Apartment,Unfurnished,True,False,False,False,True,False,False,Mid_Range
https://house.lk/details/sale-rajagiriya-capital-heights-5821743/,117000000,Rajagiriya,Colombo,3.0,2.0,1980.0,,House,Furnished,True,True,False,False,True,False,False,Premium
https://house.lk/details/nearly-completed-house-for-sale-in-battaramulla-hs-15-5836136/,64000000,Battaramulla,Colombo,3.0,2.0,2750.0,14.75,House,Unfurnished,False,True,False,False,True,True,True,Premium
https://house.lk/details/3-bedroom-apartments-for-sale-606-the-address-sea-view-lower-38-higher-floors-available-brand-new-unit-4-type-5867618/,1000000,Colombo,Colombo,3.0,3.0,2138.0,,House,Unfurnished,True,True,False,True,True,True,True,Mid_Range
https://house.lk/details/house-for-sale-malabe-lkr-95000000-5745386/,95000000,Malabe,Colombo,4.0,4.0,5000.0,33.15,House,,False,True,False,False,True,False,False,Premium
https://house.lk/details/guest-house-for-sale-in-galle-5744294/,135000000,Galle,Galle,8.0,,6232.0,18.9,House,,True,False,False,False,False,False,False,Luxury
https://house.lk/details/altair-residency-luxury-3-bed-rooms-apartment-for-sale-5878913/,125000000,Colombo,Colombo,3.0,2.0,1447.0,,Apartment,Furnished,True,True,False,True,True,False,True,Luxury
https://house.lk/details/3-bedroom-house-in-karapitiya-for-rs-236-million-rs-236-laks-new-construction-5720637/,23632000,Galle,Galle,3.0,2.0,2000.0,7.0,House,Unfurnished,True,True,False,True,False,False,False,Mid_Range
https://house.lk/details/capitol-twinpeaks-04-bedroom-unfurnished-apartment-for-sale-in-colombo-02-a3444-5909526/,255000000,Colombo,Colombo,4.0,2.0,2600.0,,Apartment,Unfurnished,False,False,False,False,True,False,False,Luxury
https://house.lk/details/refp-paraman-226upstair-house-for-sale-pamunuwa-road-maharagama-5845951/,45000000,Maharagama,Colombo,3.0,3.0,,9.0,House,,False,False,False,False,False,False,True,Mid_Range
https://house.lk/details/luxury-villa-for-sale-in-habaraduwa-galle-5883152/,65000000,Galle,Galle,2.0,2.0,3300.0,17.0,Villa,Furnished,True,True,False,False,False,False,False,Premium
https://house.lk/details/pr1515-luxurious-3-storey-house-for-sale-in-malabe-rs-675-million-negotiable-5873629/,67500000,Malabe,Colombo,4.0,5.0,4050.0,9.1,House,Furnished,False,True,False,True,True,False,False,Premium
https://house.lk/details/modern-2-bedroom-apartment-for-sale-at-canterbury-golf-resort-lkr-32000000-negotiable-em178rn-5872636/,32000000,Kahathuduwa,Colombo,2.0,1.0,835.0,,Apartment,Unfurnished,True,False,False,True,True,True,True,Mid_Range
https://house.lk/details/iconic-galaxy-unfurnished-apartment-for-sale-a49151-5909900/,75000000,Rajagiriya,Colombo,2.0,2.0,1205.0,,Apartment,Unfurnished,True,False,False,False,True,False,False,Premium
https://house.lk/details/house-for-sale-in-kohuwala-file-no-1610a-5831551/,66000000,Dehiwala,Colombo,3.0,2.0,3000.0,8.5,House,Unfurnished,False,True,False,True,True,False,False,Premium
https://house.lk/details/empire-04-bedroom-furnished-penthouse-for-sale-in-colombo-02-a583-5903468/,465000000,Colombo,Colombo,4.0,4.0,4900.0,,House,Furnished,False,False,False,False,True,False,False,Luxury
https://house.lk/details/4-bedroom-modern-home-for-sale-millennium-city-athurugiriya-ko-944-5908988/,35000000,Athurugiriya,Colombo,4.0,4.0,2300.0,10.0,House,Unfurnished,False,False,False,True,True,False,True,Mid_Range
https://house.lk/details/ref-izm-765-6-bedroom-house-for-sale-in-colombo-04-5860055/,200000000,Colombo,Colombo,6.0,7.0,3286.0,12.07,House,,False,False,False,False,False,False,False,Luxury
https://house.lk/details/house-for-sale-in-kotte-5878004/,70000000,Kotte,Colombo,4.0,3.0,4500.0,20.0,House,,False,False,False,False,True,False,False,Premium
https://house.lk/details/spacious-4br-house-for-sale-in-araliya-uyana-depanama-sh-15167-5774679/,68000000,Pannipitiya,Colombo,4.0,4.0,2600.0,7.75,House,Furnished,False,True,False,False,True,False,False,Premium
https://house.lk/details/tri-zen-03-bedroom-unfurnished-apartment-for-sale-in-colombo-02-a1968-5900748/,88000000,Colombo,Colombo,3.0,2.0,1041.0,,Apartment,Unfurnished,False,False,False,False,False,False,False,Premium
https://house.lk/details/4-bedroom-house-in-ratnapura-rs-311-million-rs-311-laks-5718510/,31185000,Ratnapura,Ratnapura,4.0,4.0,3150.0,10.0,House,Unfurnished,True,True,False,True,True,False,False,Mid_Range
https://house.lk/details/colombo-2-office-5500-sqft-luxury-modern-office-for-rent-colombo-2-5676876/,3000000,Colombo,Colombo,,,5500.0,,House,,False,False,False,False,False,False,False,Mid_Range
https://house.lk/details/3-bedroom-apartment-for-sale-at-rajagiriya-5883618/,155000000,Rajagiriya,Colombo,3.0,2.0,2400.0,,Apartment,Furnished,True,True,False,True,True,True,False,Luxury
https://house.lk/details/2br-house-for-sale-in-moratuwa-lkr-43-million-5898200/,43000000,Moratuwa,Colombo,2.0,2.0,1500.0,12.0,House,,False,True,False,True,False,False,False,Mid_Range
https://house.lk/details/apartment-for-sale-at-prime-wrendale-residencies-rajagiriya-5893502/,75000000,Rajagiriya,Colombo,3.0,2.0,1650.0,,Apartment,Unfurnished,True,False,False,False,True,True,False,Premium
https://house.lk/details/off-waragoda-road-21-perch-house-for-sale-5901206/,65000000,Kelaniya,Gampaha,3.0,2.0,3000.0,21.0,House,,False,True,False,False,False,False,False,Premium
https://house.lk/details/super-luxury-5-bedroom-house-for-sale-in-kirillawala-kadawatha-weboda-road-5872056/,48500000,Kadawatha,Gampaha,5.0,3.0,3600.0,21.0,House,Unfurnished,True,True,False,True,False,False,True,Mid_Range
https://house.lk/details/for-sale-excellent-10-perch-thimbirigasyaya-family-home-5904768/,150000000,Colombo,Colombo,4.0,3.0,2750.0,10.0,House,,False,True,False,True,True,False,True,Luxury
https://house.lk/details/3-bedroom-house-in-kataragama-rs-236-million-rs-236-laks-5718637/,23632000,Monaragala,Monaragala,3.0,2.0,2000.0,7.0,House,Unfurnished,True,True,False,True,True,False,False,Mid_Range
https://house.lk/details/lovely-colonial-house-is-kottegoda-is-now-for-sale-lip-093-5566744/,84081025,Matara,Matara,5.0,,900.0,96.0,House,,True,True,False,False,False,False,False,Premium
https://house.lk/details/se1154-brand-new-3-storied-house-for-sale-in-maharagama-arawwala-5876393/,75000000,Maharagama,Colombo,5.0,5.0,4500.0,10.75,House,,True,True,True,True,False,True,False,Premium
https://house.lk/details/11-perches-furnished-house-for-sale-hl41564-5905249/,400000000,Colombo,Colombo,12.0,10.0,15000.0,11.0,House,Furnished,True,True,False,False,True,False,False,Luxury
https://house.lk/details/single-story-house-for-sale-in-malabe-eh135-5859837/,45000000,Malabe,Colombo,3.0,3.0,2200.0,9.9,House,Furnished,False,False,False,True,True,False,False,Mid_Range
https://house.lk/details/6-bedroom-house-for-sale-rawathawatte-lkr-55000000-em686-5908708/,55000000,Moratuwa,Colombo,6.0,2.0,10.0,10.0,House,,False,False,False,False,False,False,True,Mid_Range
https://house.lk/details/3-bedroom-house-for-sale-in-chapel-lane-nugegoda-sh-14663-5636751/,110000000,Nugegoda,Colombo,3.0,3.0,2578.0,13.13,House,,False,False,True,True,True,True,False,Premium
https://house.lk/details/house-for-sale-in-barnes-place-colombo-7-5752673/,390000000,Colombo,Colombo,5.0,4.0,4000.0,12.5,House,,False,True,False,True,True,False,True,Luxury
https://house.lk/details/fully-furnished-3-bedroom-apartment-for-sale-blue-ocean-colombo-6-montri-5898697/,40000000,Colombo,Colombo,3.0,2.0,1200.0,,Apartment,Furnished,True,False,True,True,False,False,False,Mid_Range
https://house.lk/details/ultra-modern-4-bedroom-house-in-colombo-2-rs-3118-million-rs-311-laks-new-construction-5722154/,31185000,Colombo,Colombo,4.0,4.0,3150.0,7.0,House,Unfurnished,True,True,False,True,True,False,False,Mid_Range
https://house.lk/details/sky-gardens-3-bed-2-bath-fully-furnished-apartment-for-sale-colombo-rajagiriya-sri-lanka-2-parallel-parking-slots-5897050/,68000000,Rajagiriya,Colombo,3.0,2.0,1450.0,,Apartment,Furnished,True,True,False,True,True,True,True,Premium
https://house.lk/details/orient-03-bedroom-unfurnished-apartment-for-sale-in-nugegoda-a5673-5887570/,75000000,Nugegoda,Colombo,3.0,3.0,1724.0,,Apartment,Unfurnished,False,False,False,False,True,False,False,Premium
https://house.lk/details/warehouse-for-sale-in-mount-lavinia-5729647/,115000000,Mount Lavinia,Colombo,,,10000.0,15.0,House,,False,False,True,False,False,False,False,Premium
https://house.lk/details/exclusive-luxury-residence-for-sale-palawaththa-baththaramulla-sri-lanka-5880177/,310000000,Battaramulla,Colombo,4.0,4.0,,13.0,House,Furnished,True,True,True,True,True,False,True,Luxury
https://house.lk/details/3-bedroom-apartment-for-sale-in-colombo-3-5832282/,113000000,Colombo,Colombo,3.0,2.0,1590.0,,Apartment,Unfurnished,False,False,False,False,False,True,False,Premium
https://house.lk/details/new-3-br-apartment-for-sale-in-kalubowila-5778678/,42500000,Dehiwala,Colombo,3.0,2.0,1100.0,,Apartment,,False,False,False,False,False,True,False,Mid_Range
https://house.lk/details/empire-residencies-03-bedroom-apartment-for-sale-nk934-5689015/,250000000,Colombo,Colombo,3.0,4.0,4865.0,,Apartment,Unfurnished,True,False,False,True,True,True,False,Luxury
https://house.lk/details/prime-grand-unbelievable-price-investment-opportunity-3-bedrooms-sale-colombo-7-5905466/,1000000,Colombo,Colombo,3.0,2.0,1480.0,,House,Furnished,True,True,False,True,True,True,True,Mid_Range
https://house.lk/details/5-bedroom-house-for-sale-kotte-lkr-350m-em042ve-5831190/,350000000,Kotte,Colombo,5.0,4.0,8000.0,49.0,House,,True,False,False,True,True,False,True,Luxury
https://house.lk/details/ba67-3-bedroom-apartment-for-sale-in-ja-ela-5910083/,38500000,Ja Ela,Gampaha,3.0,2.0,1000.0,,Apartment,,True,True,False,False,False,False,False,Mid_Range
https://house.lk/details/spacious-5-bedroom-house-for-sale-in-colombo-6-5903497/,273000000,Colombo,Colombo,5.0,4.0,3500.0,18.0,House,Furnished,False,True,False,False,True,True,False,Luxury
https://house.lk/details/3-bedroom-apartment-for-sale-in-colombo-5-5842814/,77000000,Colombo,Colombo,3.0,2.0,1360.0,,Apartment,,False,False,False,False,True,False,False,Premium
https://house.lk/details/3-bedroom-penthouse-apartment-for-sale-in-verge-apartment-s1815-5858749/,79000000,Rajagiriya,Colombo,3.0,2.0,2130.0,,Apartment,Furnished,True,True,False,False,True,True,True,Premium
https://house.lk/details/05-bedroom-unfurnished-02-storied-house-for-sale-in-nugegoda-a5574-5855868/,85000000,Nugegoda,Colombo,5.0,2.0,4000.0,10.45,House,Unfurnished,False,False,False,False,True,False,False,Premium
https://house.lk/details/4-bedroom-house-construction-in-anuradhapura-for-rs-198-million-rs198-laks-65800-usd-5724668/,19800000,Anuradhapura,Anuradhapura,4.0,2.0,2000.0,7.0,House,Unfurnished,False,False,False,True,False,False,True,Mid_Range
https://house.lk/details/4-bedroom-house-construction-in-thalawathugoda-for-rs-247-million-rs-247-laks-new-construction-5720627/,24760000,Thalawathugoda,Colombo,4.0,4.0,2400.0,7.0,House,Unfurnished,False,True,False,True,True,False,False,Mid_Range
https://house.lk/details/se-1467-fully-furnished-span-tower-apartment-for-sale-in-dehiwala-5874176/,45000000,Dehiwala,Colombo,3.0,2.0,1030.0,,Apartment,Furnished,True,False,True,True,False,False,False,Mid_Range
https://house.lk/details/7th-sense-gregorys-rd-colombo-7-luxury-3-bed-rooms-apartment-for-sale-5853316/,280000000,Colombo,Colombo,3.0,3.0,2150.0,,Apartment,Furnished,True,True,False,True,True,False,True,Luxury
https://house.lk/details/os688-toctona-teak-resort-luxury-eco-retreat-in-a-25-acre-private-jungle-paradise-5867408/,120000000,Puttalam,Puttalam,7.0,6.0,6500.0,0.0,House,,True,True,False,True,False,False,False,Premium
https://house.lk/details/apartments-for-sale-in-kaduwela-5861515/,32000000,Kaduwela,Colombo,2.0,2.0,878.0,,House,Unfurnished,True,False,False,True,True,False,False,Mid_Range
https://house.lk/details/house-for-sale-in-thalawathugoda-file-no-43e-5881042/,68500000,Thalawathugoda,Colombo,4.0,3.0,3000.0,6.4,House,Furnished,False,False,False,True,True,False,False,Premium
https://house.lk/details/apartment-for-sale-st-michael39s-apartments-5909989/,72000000,Colombo,Colombo,3.0,2.0,1350.0,,Apartment,Furnished,False,True,False,True,True,False,False,Premium
